"","OTU","Sample","Abundance","sample_number","alt_sample_name","sample_name","date","ncbi_name_16s","ncbi_name_18s","bio_rep","fi_best","location","sample_type","latitude","longitude","elevation_m","ysi_temp","ysi_mmhg","ysi_do_percent","ysi_do","ysi_spc","ysi_conductivity","ysi_tds","ysi_ph","ysi_orp","alkalinity_caco3","anions","bicarbonate_hco3","bromide","calcium","carbonate_co3_alkalinity","cations","chloride","fluoride","hardness","iron","magnesium","nitrate_no3","nitrite_no2","orthophosphate","percent_difference","ph","potassium","silicon","sio2","sodium","spc","strontium","sulfate","tds","d2h","d2h_unc","d18o","d18o_unc","notes","dist_from_summit","aspect","bio_data","d13c..of.DIC.","quadrant","region","order","chemistry","geo_symbol","geo1","geo2","geo3","geo4","geo5","unit_notes","primary_source","Kingdom","Phylum","Class","Order"
"649","Nitrosotaleales","JM1724_Lolo_Spring",0,29,"Lolo Spring","Lolo Spring","7/25/17","JM1724_Lolo_Spring","JM1724_Lolo_Spring",0,0.28,"Mount Hood","Spring",45.49070234,-121.754485,686.71,5.3,711.1,89.1,11.3,39.4,24.5,24.05,6.38,245.4,24,0.52,30,0.027,3.77,0,0.42,0.821,0.014,NA,NA,1.22,0.019,0.009,0.073,-10.13,6.8,0.72,11.2,23.9,2.62,43,0.026,0.194,48,-80.1,0.25,-11.55,0.13,"Fou it exactly where the USGS point was. Lots of flow. Looks like it's coming from a contact. Flow comes out of a plane of rock along side the road. Lots of moss a shrubs along the seepage face. Also rock is present here too. Stream forms alongside the road but majority flows uer the road. Zach did discharge on the stream on the other side of the road. There are also rasperries, red berries, white daisies, 2 kis of purple flowers, yellow flowers, a ferns present.",13796,"N",1,NA,"NW","Outlier",29,1,"Qbr","Basaltic andesite of Blue Ridge","Late High Cascade Volcanics","Cascade Platform Lavas","Quaternary","basaltic andesite","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"650","Nitrosotaleales","JM1762_Mtn_Goat",0,16,"Mountain Goat Spring","Mountain Goat Spring","8/7/17","JM1762_Mtn_Goat","JM1762_Mtn_Goat",2,0.84,"Glacier National Park","Spring",48.70084077,-113.6910636,2268.32,0.4,593.4,76.6,11.06,8.1,4.3,5.2,7.21,151.9,8,0.17,10,0.011,1.02,0,0.07,0.039,0.003,NA,NA,0.25,0.021,0.016,0.024,-40.16,7,0.02,0.08,0.17,0.03,9,0.002,0.433,7,-129.3,0.09,-17.4,0.07,"Hiked up lunch creek a then traversed across the topo line. Huge spring coming out of a rock face/cliff. Massive flow. Limestone rock here. Elizabeth Garrits helped us get here. Above tree line. Small brush here a there. Shrubby cinfoil (yellow), aster (purple), fire weed, sulfur buck wheat (yellow)",NA,"",1,-15.9,"","Piegan Region",104,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"651","Nitrosotaleales","JM1774_Crack_Spring",0,3,"Crack Spring","Grinnell Spring","8/8/17","JM1774_Crack_Spring","JM1774_Crack_Spring",2,0.71,"Glacier National Park","Spring",48.77017057,-113.7161256,1844.04,3.9,624.3,78.1,10.27,68.4,40.9,44.85,7.63,184.4,39,0.8,47,0.008,8.72,0,0.71,0.043,0.023,NA,NA,3.14,0.141,0.01,0.053,-6.24,7.1,0.11,0.8,1.72,0.33,72,0.034,1.17,39,-129.3,0.56,-17.55,0.11,"Emergence on Grinnell Glacier trail. Coming from fracture in rock. Flow is strong enough to gravity pump a filter. Thick moss at base of emergence. Emergence 10 ft up from intersection w trail. Noah fell down on the down climb. Flowers (ran into hortoculturalist): Coreopsis - yellow daisy, iian paintbrush - salmon colored one, purple daisy, white ball one.",NA,"",1,-7.9,"","Grinnell Region",91,1,"Ygl","Grinnell Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 530 to 790 m","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"652","Nitrosotaleales","JM1755_Elizabeth_Spring",0,4,"Elizabeth Spring","Piegan Spring","8/7/17","JM1755_Elizabeth_Spring","",2,0.99,"Glacier National Park","Spring",48.70314771,-113.6939869,2368.3,0.5,586.4,75.6,10.92,19.4,10.4,12.35,7.32,189.9,11,0.26,13,0.018,2.19,0,0.19,0.046,0.004,NA,NA,0.82,0.018,0.011,0.03,-15.7,6.6,0.07,0.45,0.96,0.19,20,0.006,1.97,13,-135,0.42,-18.21,0.16,"Another spring, but closer to lunch creek. Massive emergence. Flowing out from layered stromatelite a limestone/dolostone bedding. Emergence is large enough for me to crawl into. Water is cold a there is vegetation like mosses growing within the karst like emergence/tunnel. Same flowers as last spring. Gnats flying arou. Rare bird that is going extinct was seen. Saw a grou squirrel too. YSI downstream is essentially the same. Fou an ooid rock sample within the karst emergence.",NA,"",1,-16,"","Piegan Region",92,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"653","Nitrosotaleales","JM1766_James_Spring",0,28,"James Spring 2","James Spring","7/25/17","JM1766_James_Spring","JM1766_James_Spring",2,0.04,"Mount Hood","Spring",45.33993416,-121.9403534,547.73,10.7,725.9,87.3,9.67,23.9,17.4,15.6,6.91,221.2,12,0.29,14,0.011,1.54,0,0.21,1.56,0.006,NA,NA,0.34,0.011,0.01,0.039,-16.58,6.5,0.41,6.76,14.5,2.11,22,0.018,0.276,28,-68.9,NA,-9.9,0.11,"",19508.7,"S",1,NA,"SW","Outlier",28,1,"Trh","Rhododendron Formation","Late Western Cascade Volcanics","Rhododendron Formation","Miocene","mudflow breccia","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"654","Nitrosotaleales","JM1776_Buzzard_Fountain",0,19,"Buzzard Fountain 2","Buzzard Fountain Spring","7/26/17","JM1776_Buzzard_Fountain","JM1776_Buzzard_Fountain",2,0.5,"Mount Hood","Spring",45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,"S",1,NA,"SE","Outlier",19,1,"Trbg","Rocks of Barlow Ridge and Gunsight Butte","Early High Cascade Volcanics","No data","Miocene","mixed lithologies","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"655","Nitrosotaleales","JM1717_Buzzard_Fountain",0,19,"Buzzard Fountain 1","Buzzard Fountain Spring","7/26/17","JM1717_Buzzard_Fountain","JM1717_Buzzard_Fountain",1,0.5,"Mount Hood","Spring",45.27743485,-121.6933848,1245.41,8.5,668.5,81.6,9.53,31,21.2,20.15,6.98,183,28,0.59,34,0.001,2.73,0,0.33,0.712,0.007,NA,NA,0.7,0.048,0.012,0.117,-27.84,7,1.44,15,32.1,2.37,29,0.034,0.293,58,-83.9,NA,-12.04,0.04,"Lots of flow coming directly from fountain. It is piped through. Fills up a pool. Note on tree saying ""water not treated"". People came a drank from it anyway. Lots of moss growing. Filtered from the ""source"". It looks like the emergence used to be to the right, but then after the spring box was built the flow preferentially went there. That is where the rocks were taken from, the paleoemergence.",10689.6,"S",1,NA,"SE","Outlier",19,1,"Trbg","Rocks of Barlow Ridge and Gunsight Butte","Early High Cascade Volcanics","No data","Miocene","mixed lithologies","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"656","Nitrosotaleales","JM1756_Palmer_B",0,33,"Palmer B Spring 2","Palmer B Spring","7/23/17","JM1756_Palmer_B","",2,0.41,"Mount Hood","Spring",45.35311155,-121.6494124,1677.01,3.3,635.5,71.9,9.62,18.3,10.7,11.7,6.66,241.8,13,0.27,15,0.007,1.75,0,0.2,0.237,0.032,NA,NA,0.13,0.013,0.012,0.055,-14.27,6.9,0.42,10.7,22.9,2.1,20,0.014,0.195,36,-97.6,0.33,-13.51,0,"Zach did 10mg of salt for the meter in the 500 mL bottle. Hike in on Newton Trail, then take Timberline Trail. The hill we sample on is a pyroclastic flow. There are numerous holes, almost karst-like on the slope. There is thick vegetation a lots of down pine trees. The spring we sampled from is a hole, but there are two additional exits south, slightly left of the spring. There are yellow flowers a white, lots of green leafy plants too. Zach took discharge downslope where a bunch of these karst like springs all combine a form a stream.",4302,"S",1,-12.2,"SE","Outlier",33,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"657","Nitrosotaleales","MtH27_E02_S294",0,63,"Warm Spring 4","JM-WS4","9/16/19","MtH27_E02_S294","MtH28_F02",0,0.73,"Mount Hood","Spring",45.29641312,-121.738493,1165.5552,24.7,660.6,9.3,0.65,1144,1137,NA,7.4,209.1,158,11.9,193,0.26,57.5,NA,11.75,137,NA,337,NA,46.9,NA,NA,NA,-0.62,8.1,10.1,41.6,89.1,110,1120,0.369,232,780,-98.63,0.34,-13.702,0.092,"This is the same sample as the ""screen springs"" from the Wollenberg paper. There is a screen in the stream just downsteam from the emergence. There is a bunch of what looks like calcite precipitating onto the rocks in all of these warm springs. The rocks have calcite ~4"" above the current stream height. I think this iicates a change in water level depeing on the time of year. Red bricks were also in the stream channel.",9202.4,"",1,NA,"SW","Warm Springs",63,1,"Qhtc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"658","Nitrosotaleales","JM1719_Palmer_B",0,33,"Palmer B Spring 1","Palmer B Spring","7/23/17","JM1719_Palmer_B","JM1719_Palmer_B",1,0.41,"Mount Hood","Spring",45.35311155,-121.6494124,1677.01,3.3,635.5,71.9,9.62,18.3,10.7,11.7,6.66,241.8,13,0.27,15,0.007,1.75,0,0.2,0.237,0.032,NA,NA,0.13,0.013,0.012,0.055,-14.27,6.9,0.42,10.7,22.9,2.1,20,0.014,0.195,36,-97.6,0.33,-13.51,0,"Zach did 10mg of salt for the meter in the 500 mL bottle. Hike in on Newton Trail, then take Timberline Trail. The hill we sample on is a pyroclastic flow. There are numerous holes, almost karst-like on the slope. There is thick vegetation a lots of down pine trees. The spring we sampled from is a hole, but there are two additional exits south, slightly left of the spring. There are yellow flowers a white, lots of green leafy plants too. Zach took discharge downslope where a bunch of these karst like springs all combine a form a stream.",4302,"S",1,-12.2,"SE","Outlier",33,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"659","Nitrosotaleales","JM1723_Avalanche_Spring",0,1,"Avalanche Spring","Avalanche Spring","8/12/17","JM1723_Avalanche_Spring","",0,0.56,"Glacier National Park","Spring",48.67652814,-113.8104943,1107.64,7.6,676.2,69.3,8.31,103.3,69.1,66.95,7.63,152.8,56,1.15,68,0.001,14.2,0,1.05,0.067,0.008,NA,NA,3.98,0.405,0.011,0.045,-4.43,7.6,0.14,1.35,2.9,0.34,104,0.034,1.2,57,-126.7,0.22,-17.07,0.22,"Spring location given by fire chief again. This spring feeds avalanche camp grou a is a tributary to avalance creek. We took the The Trail of Cedars to get here, then exited to the left side a the foot bridge ",NA,"",1,-6.3,"","Outlier",89,1,"Qg","Till","---","Holocene and upper Pleistocene","Quaternary","upper Pleistocene","unit also locally includes small areas of bedrock and colluvium; on valley floors in mountainous areas, unit deposited by local mountain glaciers as ground moraine usually 1-3 m thick","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"660","Nitrosotaleales","MtH24_D11_S288",0,65,"Sherwood Camp Spring","Sherwood Camp Spring","9/16/19","MtH24_D11_S288","",0,0.58,"Mount Hood","Spring",45.39485075,-121.5702804,965.9112,6.1,675.9,77.3,8.51,53.7,34.3,NA,6.56,297.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-91.18,0.7,-12.151,0.13,"Spring looked the same as last year.",10125.4,"",1,-14.2,"NE","Outlier",65,0,"Qal","Alluvium","Quaternary surficial deposits","Alluvial deposits","Holocene","mixed grained sediments","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"661","Nitrosotaleales","JM1773_Lunch_Creek",0,12,"Lunch Creek Spring","Lunch Creek Spring","8/12/17","JM1773_Lunch_Creek","JM1773_Lunch_Creek",2,0.93,"Glacier National Park","Spring",48.69880031,-113.7051857,1933.65,5.5,613,80.5,10.15,138,86.8,89.7,7.36,248.7,77,1.57,94,0.002,23.4,0,1.43,0.051,0.016,NA,NA,3.06,0.175,0.013,0.037,-4.45,7.5,0.08,1.17,2.49,0.22,141,0.013,0.798,78,-135.3,0.36,-17.78,0.4,"Crack in wall where it emerges is karst in nature. Looks like it began as a fracture a over time caused a cavity out of the limstone. Algal mat at emergence a patches of mosses all over the wall. Flow is pretty high. Emergence is about 10 ft up on wall. Filter is very clean. Able to gravity pump. Really no sediment here. Bunch of flowers on drainage along side of the road but no flowers by emergence.",NA,"",1,-7.2,"","Piegan Region",100,1,"Yh","Helena Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","thickness ranges from 750 m in most of park to a maximum of about 1,030 m in southwestern part; generally subdivisible into three parts at most exposures in park","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"662","Nitrosotaleales","JM1754_Reynolds_2",0,19,"Reynolds 2 Spring","Reynolds 2 Spring","8/6/17","JM1754_Reynolds_2","",0,0.6,"Glacier National Park","Spring",48.681946,-113.7327076,2183.28,1.4,699.5,76,10.42,22.4,12.6,14.3,7.52,204.1,13,0.29,16,0.006,2.47,0,0.22,0.047,0.007,NA,NA,1.01,0.016,0.01,0.034,-14.03,6.8,0.12,0.93,2,0.28,23,0.007,1.67,16,-127.1,0.43,-17.23,0.05,"This is where we sampled. Emergence seems to be from a grey colored siltstone, not out of the maroon layer. Flow is fast. I think still snowmelt driven. Noah sampled lower downstream a it had the same YSI readings as Reynolds 1. Emergence from rock not moss.",NA,"",1,-12.1,"","Clements/Reynolds Region",107,1,"Ysn","Snowslip Formation","Belt Supergroup","Middle Proterozoic","Middle Proterozoic","Middle Proterozoic","at type section at Snowslip Mountain in southern part of park, the Snowslip is informally subdivided into six members designated 1 through 6 in ascending order; members are not mapped separately but can be recognized in exposures throughout park","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"663","Nitrosotaleales","MtH11_C10_S260",0,84,"Tilly Jane Headwaters","Tilly Jane Headwaters","9/20/19","MtH11_C10_S260","MtH11_D08",0,0.76,"Mount Hood","Spring",45.39310973,-121.6590125,1926.0312,6,606.1,69.4,6.86,35.2,22.4,NA,8.05,226.4,13,0.29,16,0.011,1.23,NA,0.15,NA,NA,3.99,NA,0.226,NA,NA,NA,-31.62,6.7,0.489,9.23,19.7,1.36,16,0.011,NA,32,-96.93,0.66,-13.181,0.149,"Sampled headwaters of the main tilly jane stream. It is very close to Eliot Spring. The channel is lined by moss in the riperian zone a there are small pine trees in the emergence.",3618.4,"",1,-15.5,"NE","Eliot Region",84,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"664","Nitrosotaleales","MtH25_D12_S290",0,64,"Meadows Spring","JM-Meadows1","9/16/19","MtH25_D12_S290","MtH25_E10",0,0.53,"Mount Hood","Spring",45.33607449,-121.6711186,1699.26,6.3,616.4,93,9.3,363.1,233.6,NA,7.63,186.6,90,3.69,110,0.058,24.9,NA,3.54,43.4,NA,119,NA,13.7,NA,NA,NA,-2.09,7.8,3.61,23.4,50,24.8,364,0.167,31.1,247,-93.21,0.34,-13.029,0.144,"Hiked up from Meadows Ski Area. Several streams drain into the meadow's catchment. Followed one up a to the left. Spring is emerging from base of rock. The flow is strong. Seems to be flowing uer soil/root coverage. Caelum sawa a rodent from a nearby hole. Caddisfly was also spotted.",4603.8,"",1,-5.4,"SE","Warm Springs",64,1,"Qha","Andesite and dacite lava","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","andesite","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"665","Nitrosotaleales","JM1716_Bell_Spring",0,18,"Bell Spring","Bell Spring","7/26/17","JM1716_Bell_Spring","JM1716_Bell_Spring",2,0.64,"Mount Hood","Spring",45.24085857,-121.5045804,1259.74,5.6,666.9,68.3,8.56,50,31.5,32.5,6.87,193.7,29,0.61,36,0.014,4.67,0,0.54,0.634,0.008,NA,NA,2.43,0.08,0.013,0.038,-6.26,6.9,0.31,9.15,19.6,2.26,52,0.062,0.179,48,-94.6,NA,-13.09,NA,"Sampled just as we did in Oct 16. Same location. Same location for discharge as well.",21047.5,"S",1,NA,"SE","Outlier",18,1,"QTbg","Basaltic andesite of Grasshopper Point","Late High Cascade Volcanics","Cascade Platform Lavas","Quaternary","basaltic andesite","","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"666","Nitrosotaleales","MtH17_D04_S272",0,62,"Warm Spring 3","JM-WS3","9/16/19","MtH17_D04_S272","MtH17_E02",0,0.86,"Mount Hood","Spring",45.2954325,-121.7393565,1162.812,25.6,661,13.5,0.95,1247,1267,NA,7.42,235.6,177,13.26,215,0.174,61.4,NA,12.95,159,NA,360,NA,50.2,NA,NA,NA,-1.2,8.1,11.4,43.3,92.7,126,1240,0.409,249,859,-99.37,0.36,-13.675,0.136,"Walk from picnic area towards the building fouation that remains. Take a left. A region that is highly vegetated a slightly lower elevation is the pool fouation. The walls of it are still staing. On the eastern side is where we samples. I also collected some squishy orange/brown algal mat that was to the left of the emergence, about 2"" to the left.",9328.5,"",1,-8.3,"SW","Warm Springs",62,1,"Qhpc","Pyroclastic flow and debris-flow deposits","Late High Cascade Volcanics","Mt. Hood Volcano","Quaternary","intermediate composition lithologies","","Glacier Meltwater","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
"667","Nitrosotaleales","MtH26_E01_S292",0,66,"The Real Buzzard Fountain","The Real Buzzard Fountain","9/17/19","MtH26_E01_S292","MtH26_E11",0,0.46,"Mount Hood","Spring",45.27652084,-121.6929596,1280.16,4.3,650.2,82.2,9.09,39.7,24,NA,7.02,306.7,23,0.5,28,NA,3.3,NA,0.4,NA,NA,12,NA,0.914,NA,NA,NA,-11.58,7,1.57,17.7,37.9,2.73,39,0.037,NA,62,-83.66,0.93,-11.9,0.09,"Spring appears the same. Returned here to sample bio, chemistry, a tritium.",10791.8,"",1,NA,"SE","Outlier",66,1,"Trbg","Rocks of Barlow Ridge and Gunsight Butte","Early High Cascade Volcanics","No data","Miocene","mixed lithologies","","Precipitation","Archaea","Crenarchaeota","Nitrososphaeria","Nitrosotaleales"
